keyid,filename,title,creator,date,publisher not identified,publisherloc,publisher2,publisher2loc,distributor,distloc,edition,illustration,pages,size,series,volume,seriesadd,volumeadd,note,translatedfrom,bibliography,contents,summary,subjects,type,format,language,display_template
hk1680,placeholder.jpg,The thinking Jewish teenager's guide to life,"Tatz, Akiva",1999,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Nanuet, New York",,,211 pages,24 cm,,,,,,,,,,Jewish teenagers;Conduct of life;Jewish ethics,Image;StillImage,image/jpeg,eng,item
hk1681,placeholder.jpg,The lemonade lesson and other stories,"Lazewnik, Libby",1999,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Nanuet, New York",,,230 pages,24 cm,,,,,,,,,,Jewish themes in children's literature,Image;StillImage,image/jpeg,eng,item
hk1682,placeholder.jpg,The B.Y. Times kid sisters 4,"Prenzlau, Sheryl;Klein, Leah",1994-1995,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,,"108, 113, 117 pages",21 cm,BY Times kid sisters,4,BY times kid sisters 3-in-1,12-Oct,Title from cover;each story has individual title page.,,,Giant steps -- Wrong way -- Ups and downs.,"First work: A shy girl misses the school ""Giants & Elves"" friendship project by being sick. Second work: The Treehouse club members calm their put-off friend, and petition the city not to cut down their tree. Third work: When a talented new girl joins the class, can mediocre student Sarah cope with not being the best at least in baking? Meanwhile, Debby must choose with which friends to share her trip",Jewish girls;Jewish day schools;Jewish way of life;Friendship;Bashfulness;Community life;Fiction,Image;StillImage,image/jpeg,eng,item
hk1683,placeholder.jpg,The B.Y. Times kid sisters. 2,"Klein, Leah;Prenzlau, Sheryl",1993,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,,"106, 115, 114 pages",22 cm,BY Times kid sisters,2,,,Title from cover;each story has individual title page.,,,Sarah's room / Tamar Harkohav-Kamins -- Running away / Sheryl Prenzlau -- Teacher's pet / Sheryl Prenzlau.,"Sarah Chinn, Naomi Kaufman, and Rivky Segal have a lot in common. They're all fourth graders, all have big sisters, and all have terrific stories to tell.",Jewish girls;Jewish day schools;Jewish way of life;Friendship;Fiction,Image;StillImage,image/jpeg,eng,item
hk1684,placeholder.jpg,The B.Y. Times kid sisters,"Harkochav-Kamins, Tamar;Klein, Leah",2002,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,illustrations,"91, 110, 110 pages",22 cm,BY Times kid sisters,1,,,"Includes: The ""I can't cope"" club, The treehouse kids, and Rivky's great idea.",,,,,Orthodox Jews;Jewish way of life;Fiction,Image;StillImage,image/jpeg,eng,item
hk1685,placeholder.jpg,The B.Y. Times' kid sisters 1-3,"Harkochav-Kamins, Tamar;Klein, Leah",1992-1993,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,illustrations,"91, 110, 110 pages",21 cm,BY Times kid sisters,3-Jan,BY times kid sisters 3-in-1,3-Jan,Each work has its own added title page,,,"The ""I can't cope"" club -- The Treehouse kids -- Rivky's great idea.","#1. Fourth grader Sarah can't read and gets caught cheating on a test, but her friends help her cope and improve.-- #2. Naomi hates being the tall and clumsy, but learns her self-worth.-- #3. Rivky runs a charity raffle.",Jewish girls;Jewish day schools;Jewish way of life;Stature (tall and short);Friendship;Reading disability;Fiction,Image;StillImage,image/jpeg,eng,item
hk1686,placeholder.jpg,The B.Y. Times' kid sisters 3,"Sutton, Esther;Prenzlau, Sheryl",1993-1994,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,illustrations,"128, 112, 115 pages",21 cm,BY Times kid sisters,3,BY times kid sisters 3-in-1,9-Jul,Each work has its own added title page,,,Growing up / Esther Sutton -- Changing places / Sheryl Prenzlau -- MIssing / Sheryl Prenzlau.,"When you meet these 4th graders, you'll understand why they're great friends -- most of the time. The girls learn some secrets about friendship, new challenges -- and growing up!",Jewish girls;Jewish day schools;Jewish way of life;Anger;Friendship;Fiction,Image;StillImage,image/jpeg,eng,item
hk1687,placeholder.jpg,On our own,"Lazewnik, Libby;Zakon, Miriam Stark",1991,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,,130 pages,22 cm,Baker's dozen,1,,,,,,,The Baker kids work out their problems of managing the household during their mother's stay in the hospital.,Jewish way of life;Siblings;Fiction,Image;StillImage,image/jpeg,eng,item
hk1688,placeholder.jpg,Shani's scoop,"Klein, Leah",1991,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,,139 pages,22 cm,BY Times,1,,,,,,,,Student newspapers and periodicals;Jewish way of life;School journalism;Fiction,Image;StillImage,image/jpeg,eng,item
hk1689,placeholder.jpg,Twins in trouble,"Klein, Leah",1991,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,,136 pages,22 cm,BY Times,3,,,,,,,,Twins;Jewish way of life;Fiction,Image;StillImage,image/jpeg,eng,item
hk1690,placeholder.jpg,Ghosthunters!,"Siegel, Malky;Zakon, Miriam Stark",1992,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,,140 pages,22 cm,Baker's dozen,2,,,,,,,,Haunted houses;Jewish way of life;Fiction,Image;StillImage,image/jpeg,eng,item
hk1691,placeholder.jpg,Stars in their eyes,"Stein, Aidel;Zakon, Miriam Stark",1992,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,,146 pages,22 cm,Baker's dozen,4,,,,,,,"Trying to get tickets to pre-Purim concert, the quints launch a campaign without considering its consequences.",Jewish way of life;Fiction,Image;StillImage,image/jpeg,eng,item
hk1692,placeholder.jpg,The inside story,"Lazewnik, Libby;Zakon, Miriam Stark",1992,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,,151 pages,24 cm,Baker's dozen,5,,,,,,,,Siblings;Jewish way of life;Fiction,Image;StillImage,image/jpeg,eng,item
hk1693,placeholder.jpg,"The ""I can't cope"" club","Harkochav-Kamins, Tamar;Klein, Leah",1992,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,illustrations,91 pages,21 cm,BY Times kid sisters,1,,,,,,,,Jewish way of life;Fiction,Image;StillImage,image/jpeg,eng,item
hk1694,placeholder.jpg,The treehouse kids,"Harkochav-Kamins, Tamar;Klein, Leah",1992,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,illustrations,110 pages,21 cm,BY Times kid sisters,2,,,,,,,"Naomi, the tallest girl in class, helps her friends to build a treehouse and she begins to take a brand new look at herself.",Tree houses;Stature (tall and short);Jewish way of life;Fiction,Image;StillImage,image/jpeg,eng,item
hk1695,placeholder.jpg,Two sides of a coin,"Elias, Miriam L",1994,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,,160 pages,22 cm,,,,,,,,,A riveting tale of two girls who find themselves facing the most difficult challenge of their lives.,Teenage girls;Friendship;Grandparents;Stuttering;Fiction,Image;StillImage,image/jpeg,eng,item
hk1696,placeholder.jpg,The search for Miri : a novel,"Lazewnik, Libby",1991,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,,272 pages,24 cm,,,,,,,,,,Refugee camps;Austria;Jewish refugees;Fiction,Image;StillImage,image/jpeg,eng,item
hk1697,placeholder.jpg,The stories he told : the Dubno Maggid on the weekly parashah,"Rosenzweig, Miriam;Kranz, Jacob ben Wolf 1740?-1804",1991,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,illustrations,2 volumes,21 cm,,,,,"Quotations from the Bible at head of each story in Hebrew and English.;""Many of the meshalim retold here were originally much shorter, while the lessons they teach were often accompanied by more involved discussion and by references to additional verses in the Torah and Midrash.""--Introduction",,,v. 1. Bereishis-Vayikra -- v. 2. Bemidbar-Devarim and Yamim noraim.,,Jewish parables;Jewish legends;Sermons;Homiletic illustrations,Image;StillImage,image/jpeg,eng,item
hk1698,placeholder.jpg,Going home,"Schreiber, Perel;Dombey, Miriam",1993,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,,166 pages,22 cm,BY High,2,,,,,,,,High schools;Friendship;Fiction,Image;StillImage,image/jpeg,eng,item
hk1699,placeholder.jpg,Ima come home,"Stein, Aidel;Zakon, Miriam Stark",1993,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,,147 pages,22 cm,Baker's dozen,7,,,,,,,,Jewish way of life;Fiction,Image;StillImage,image/jpeg,eng,item
hk1700,placeholder.jpg,Hey waiter!,"Zitter, Emmy",1993,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,,135 pages,22 cm,Baker's dozen,8,,,,,,,,Jewish way of life;Fiction,Image;StillImage,image/jpeg,eng,item
hk1701,placeholder.jpg,Rivky's great idea,"Harkochav-Kamins, Tamar;Klein, Leah",1993,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,illustrations,110 pages,22 cm,BY Times kid sisters,3,,,,,,,,Jewish way of life;Friendship;Fiction,Image;StillImage,image/jpeg,eng,item
hk1702,placeholder.jpg,Dollars and sense,"Klein, Leah",1993,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,,144 pages,22 cm,BY Times,11,,,,,,,,Friendship;Jewish way of life;Fiction,Image;StillImage,image/jpeg,eng,item
hk1703,placeholder.jpg,Talking it over,"Klein, Leah",1993,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,,149 pages,22 cm,BY Times,12,,,,,,,,Jewish way of life;Dieters;Fiction,Image;StillImage,image/jpeg,eng,item
hk1704,placeholder.jpg,Flying high,"Klein, Leah",1993,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,,200 pages,22 cm,BY Times,13,,,,,,,,Jewish way of life;Fiction,Image;StillImage,image/jpeg,eng,item
hk1705,placeholder.jpg,Nechama on strike,"Klein, Leah",1993,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,,141 pages,22 cm,BY Times,14,,,,,,,,Jewish way of life;Fiction,Image;StillImage,image/jpeg,eng,item
hk1706,placeholder.jpg,Teacher's pet,"Prenzlau, Sheryl;Klein, Leah",1993,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,illustrations,114 pages,21 cm,BY Times kid sisters,6,,,,,,,,Jewish way of life;Fiction,Image;StillImage,image/jpeg,eng,item
hk1707,placeholder.jpg,Growing up,"Sutton, Esther;Klein, Leah",1993,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,illustrations,128 pages,22 cm,BY Times kid sisters,7,,,,,,,,Friendship;Jewish way of life;Fiction,Image;StillImage,image/jpeg,eng,item
hk1708,placeholder.jpg,Making her mark,"Schreiber, Perel;Dombey, Miriam",1994,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,,160 pages,22 cm,BY High,2,,,,,,,"Elisheva, Rochel, and Tamar all face problems as they struggle to make their mark at B.Y. High.",High schools;Friendship;Jewish themes in children's literature,Image;StillImage,image/jpeg,eng,item
hk1709,placeholder.jpg,Jen starts over,"Klein, Leah",1994,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,,152 pages,22 cm,BY Times,17,,,,,,,,Friendship;Jewish way of life;Fiction,Image;StillImage,image/jpeg,eng,item
hk1710,placeholder.jpg,Giant steps,"Prenzlau, Sheryl;Klein, Leah",1994,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,illustrations,108 pages,21 cm,BY Times kid sisters,10,,,,,,,,Friendship;Jewish way of life;Fiction,Image;StillImage,image/jpeg,eng,item
hk1711,placeholder.jpg,Operation Firestorm,"Klein, Leah",1994,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, New York",,,3 volumes,22 cm,,,,,"A Bloomfield mini-series.;""Featuring the B.Y. Times and the Baker's Dozen""--Cover",,,"Part 1. fire! --Part 2. To the rescue! --Part 3. Reward: {dollar}1,000,000!",,Jewish themes in children's literature,Image;StillImage,image/jpeg,eng,item
hk1712,placeholder.jpg,Copycat,"Subar, Leah",2009,Targum Press,"Southfield, MI",,,,,,,132 pages,22 cm,,,,,"""TargumKids""--Cover",,,,"A studious but lonely sixth-grade girl is enticed to be friends with the talented and intimidating ""class queen"" by helping her cheat on tests",Jewish girls;Cheating (Education);Schools;Bullying;Loyalty;Fiction,Image;StillImage,image/jpeg,eng,item
hk1713,placeholder.jpg,I lift my eyes : true stories of spiritual triumph,"Gold, Yeshara",1990,Targum Press,"Southfield, MI",,,,,,,167 pages,24 cm,,,,,,,,,,Jewish meditations;Jewish women,Image;StillImage,image/jpeg,eng,item
hk1714,placeholder.jpg,The little black box : a Shraga Morgenstern,"Lazewnik, Libby",1995,Targum Press,"Southfield, MI",,,Feldheim Publishers,,,,3 volumes,22 cm,,,,,Pt. 3: written by Perel Shreiber.;Contents.,,,pt. 1. Top secret -- pt. 2. The second secret -- pt. 3. The secret revealed.,,Physicists;Haredi and religious literature,Image;StillImage,image/jpeg,eng,item
hk1715,placeholder.jpg,Trapped!,"Lazewnik, Libby;Zakon, Miriam Stark;Zitter, Emmy",1992,Targum Press,"Southfield, MI",,,Feldheim Publishers,"Spring Valley, NY",,,172 pages,22 cm,Baker's dozen,6,,,,,,,,Siblings;Jewish way of life;Fiction,Image;StillImage,image/jpeg,eng,item
hk1716,placeholder.jpg,The incredible voyage to good middos,"Chait, Baruch;Pollack, Gadi",2000,Feldheim Publishers,"Spring Valley, NY",,,,,,color illustrations,68 pages,34 cm,Ehrenhaus Middos Series,,Halamdan hakatan,,,,,,,Personality development;Judaism;Character;Values;Conduct of life;Jewish way of life;Jewish ethics,Image;StillImage,image/jpeg,eng,item
hk1717,placeholder.jpg,"Reb Aryeh : portrait of the Jerusalem tzaddik, Reb Aryeh Levin","Karelenshtein, Tsirah",1989,Feldheim Publishers,"Spring Valley, NY;Jerusalem, Israel",,,,,,illustrations;facsimiles;portraits,170 pages,24 cm,,,,,Translation of: R. Aryeh.,,,,,"Rabbis;Jerusalem (Israel);Prison chaplains;Middle East;Biography;Levin, Aryeh, 1885-1969",Image;StillImage,image/jpeg,eng,item
hk1718,placeholder.jpg,Story time,"Shain, H;Minkin, Batyah;Pollack, Gadi",2012,Peer Productions,"Tel Aviv, Israel",,,Ohrot Publications,,,color illustrations,96 pages,36 cm,,,,,,,,,,Jewish religious education;Israel,Image;StillImage,image/jpeg,eng,item
hk1719,placeholder.jpg,My very first book : for tiny tots & toddlers,"Halevi, Miriam;Pollack, Gadi",2011,Peer Productions,"Tel Aviv, Israel",,,,,,color illustrations,96 pages,33 cm,,,,,Translation of: ha-Sefer ha-rishon sheli : la-gil ha-rakh,,,,"Picture-book pages face pages with suggestions for parents in helping very young children understand their emotions; in teaching concepts such as numbers, colors, and opposites, and life-skills such as cleanliness and safety. Follow two little children through the Jewish holidays from ages one to three.-- Summary by cataloger.",Early childhood education;Israel;Orthodox Judaism;Emotions;Life skills;Polarity;Jewish way of life,Image;StillImage,image/jpeg,eng,item
hk1720,placeholder.jpg,Talking about personal privacy,"Goetz, Bracha;Scheinberg, Shepsil",2018,Stienman Education,United States,Feldheim Publishers,"Jerusalem, Israel ; Nanuet, NY",,,Third edition,color illustrations,37 pages,31 cm,,,,,,,,,This book was created to help parents engage in discussion about the dignity and respect with which our bodies are to be treated. Each page is designed to provide a starting point for a family discussion about child safety. The single most effective element in reducing victimization among children is talking to them about it.,Child sexual abuse (Prevention);Privacy;Human body,Image;StillImage,image/jpeg,eng,item
hk1721,placeholder.jpg,Sheltered from the shells,"Hershkowitz, M M (Menachem Mendel);Bar-Lev, Dan",2020,Tiferet Publishers,"Jerusalem, Israel",,,,,,color illustrations,58 pages,34 cm,,,,,As serialized in Kindlayn.,,,,"Dahir al-'Amar, the sheikh ruler of Tiberias, was kind to the Jews. He invited Rabbi Chaim Abulafia to settle in Tiberias with other families and the community prospered and flourished physically and spiritually. And as always, a new ""Haman"" appears. Suleiman Pasha, the viceroy and ruler of Damascus, ascends Tiberias in a huge force. The sheikh is worried, the army is afraid, and only Rabbi Abulafia is reassured. The story of an impossible battle, the story of war tricks and advanced battle tactics, the story of sophistication and deceit, a fortress and a fortress, a stronghold and cannon ships, and above all - a story of fiery righteous faith.","Haredi and religious literature;Tiberias (Israel);Israel;Action and adventure;Graphic novels;Historical fiction;History;Religious comics;Abulafia, Hayyim, approximately 1660-1744",Image;StillImage,image/jpeg,eng,item
